Uudenmaan vaalipiiri,Sininen tulevaisuus,47,Nainen,Suomi,ylioppilas,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,48,Mies,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,55,Mies,Suomi,korkeakoulututkinto,"ruotsi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,60,Mies,Suomi,ylioppilas,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,41,Nainen,Suomi,ammattitutkinto,englanti
Uudenmaan vaalipiiri,Sininen tulevaisuus,56,Nainen,Suomi,korkeakoulututkinto,"ruotsi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,57,Nainen,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,41,Mies,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,40,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,italia"
Uudenmaan vaalipiiri,Sininen tulevaisuus,62,Mies,Suomi,ammattitutkinto,suomi
Uudenmaan vaalipiiri,Piraattipuolue,28,Mies,Ruotsi,ammattitutkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,47,Mies,Suomi,ammattitutkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,38,Mies,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,45,Mies,Suomi,ammattitutkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,31,En halua kertoa,Suomi,ylioppilas,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,48,Nainen,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Piraattipuolue,30,Mies,Suomi,korkeakoulututkinto,suomi
